"Movie","Playdate","Playtime","Play_month","Weekdays","Rep_Nationality","Grade","Rep_production","Rep_distributor","Rep_genre","Rep_director","Rep_actor1","Rep_actor2","Rep_actor3","Rep_actor4","Rep_actor5","Critic_star","Naver_star_before_play","Naver_participants_before_play","Naver_expect_index_wannasee","Naver_expect_index_notreally","Watcha_star","Watcha_participants","Watcha_expect_index_wannasee","Watcha_comments","Week1_playdays","Week1_holiday","Week1_sales","Week1_sales_share","Week1_audience","Week1_screen","Week1_screening","Week2_isplay","Week2_holiday","Week2_sales","Week2_sales_share","Week2_audience","Week2_screen","Week2_screening","Week3_holiday","Week4_holiday","Week2_Cum_audience","Week3_Cum_audience","Week4_Cum_audience","Week5_Cum_audience"
"위 아 엑스","2017-05-25",94,5,"목요일","독일/영국/프랑스","15세이상관람가",NA,"(주)라이크 콘텐츠","다큐멘터리","스테판 키작",NA,NA,NA,NA,NA,7,10,61,735,25,3.5,434,172,102,7,2,26325700,0.001,2915,19,229,1,3,6237200,0,810,14,83,2,2,3725,4091,4155,4165
"사일런트 하트","2015-11-19",98,11,"목요일","기타","15세이상관람가",NA,"(주)영화사 진진","가족","빌 어거스트","기타 노비","모튼 그런워드","파프리카 스틴",NA,NA,7,9,85,465,11,3.3,263,549,37,7,2,18529400,0.001,2452,23,217,1,2,10955300,0,1463,16,135,2,2,3915,4072,4114,4162
"바다 탐험대 옥토넛 시즌4: 늪지탐험선K","2016-09-28",57,9,"수요일","독일/영국/프랑스","전체관람가",NA,"와이드 릴리즈(주)","애니메이션","다라 오코넬",NA,NA,NA,NA,NA,NA,8,5,495,45,3.3,27,5,3,8,3,250863500,0.007,41915,251,1322,1,2,79516500,0.004,13160,132,836,2,2,55075,61489,66150,69231
"마이크롭 앤 가솔린","2016-03-31",103,3,"목요일","독일/영국/프랑스","15세이상관람가",NA,"(주)영화사 안다미로","코미디","미셸 공드리","앙쥬 다르장","테오필 바케","오드리 토투","디안느 베니에",NA,6,9,8,191,11,3.8,2606,6865,266,7,2,17171800,0.001,2259,29,246,1,3,7914400,0,992,14,87,2,2,3251,3705,3889,4021
"극장판 프리즘스톤 올스타 셀렉션","2016-07-07",70,7,"목요일","한국","전체관람가","동우에이앤이(주)","(주)박수엔터테인먼트","애니메이션","김영범",NA,NA,NA,NA,NA,4,9,82,1476,84,3.9,27,31,2,7,2,55341200,0.002,6649,109,562,1,2,9046900,0,1089,24,62,2,2,7738,7853,7857,7866
"슈퍼 스파이: 수상한 임무","2015-10-15",91,10,"목요일","기타","전체관람가",NA,"(주)스톰픽쳐스코리아","애니메이션","하비에르 페서",NA,NA,NA,NA,NA,7,10,24,111,35,2,26,23,7,7,2,122477700,0.006,16846,173,962,1,2,41525900,0.002,5898,82,262,2,2,22744,26142,26551,27036
"미스 줄리","2015-06-18",130,6,"목요일","기타","15세이상관람가",NA,"그린나래미디어(주)","드라마","리브 울만","제시카 차스테인","콜린 파렐",NA,NA,NA,7,9,5,167,20,3.1,1749,3741,195,7,2,19309500,0.001,2581,30,298,1,2,7313000,0,1034,17,111,2,2,3615,3842,3853,3857
"사랑과 어둠의 이야기","2016-09-01",99,9,"목요일","미국/캐나다/호주","12세이상관람가",NA,"(주)유로커뮤니케이션","드라마","나탈리 포트만","나탈리 포트만","길라드 카하나","아미르 테슬러",NA,NA,5,9,75,322,20,2.9,378,1612,82,7,2,22923300,0.001,2975,40,373,1,3,3493200,0,480,11,53,4,2,3455,3697,3827,3833
"너는 착한 아이","2016-03-24",121,3,"목요일","일본/중국","전체관람가",NA,"(주)디스테이션","드라마","오미보","코라 켄고","오노 마치코","이케와키 치즈루",NA,NA,7,10,39,589,50,3.6,1822,3664,227,7,2,24298700,0.001,3278,51,441,1,2,2853100,0,392,10,60,3,2,3670,3710,3711,3765
"안녕, 전우치! 도술로봇대결전","2015-10-08",88,10,"목요일","한국","전체관람가","(주)얼리버드픽쳐스","(주)리틀빅픽쳐스","애니메이션","김대창","김율","김새해","정선혜",NA,NA,5,9,230,272,87,2.7,25,30,4,7,3,72633100,0.002,10090,173,838,1,2,4969500,0,864,21,86,2,2,10954,11621,11891,12159
"내 심장이 건너 뛴 박동","2016-12-15",107,12,"목요일","독일/영국/프랑스","15세이상관람가",NA,"주식회사 씨네룩스","드라마","자크 오디아르","로맹 뒤리스","오레 아티카","닐스 아르스트럽",NA,NA,8,8,82,188,15,3.7,1612,3191,169,7,2,18053300,0.001,2268,24,215,1,2,6009300,0,797,14,103,3,2,3065,3473,3653,3684
"앙리 앙리","2015-10-29",99,10,"목요일","미국/캐나다/호주","12세이상관람가",NA,"(주)영화사 빅","드라마","마틴 탈봇","소피 데스마레이즈","빅토르 안드레 튀르종-트렐레스",NA,NA,NA,6,10,45,250,20,2.8,9673,7548,143,7,2,25759500,0.001,3329,61,546,1,2,1523000,0,182,5,23,2,2,3511,3633,3674,3674
"요요마와 실크로드 앙상블","2017-01-12",96,1,"목요일","미국/캐나다/호주","전체관람가",NA,"(주)영화사 진진","다큐멘터리","모건 네빌","요요마",NA,NA,NA,NA,7,9,14,235,6,3.6,155,215,43,7,2,16100300,0,2147,17,146,1,2,5016100,0,707,9,60,4,2,2854,3244,3478,3651
"내셔널 갤러리","2016-08-25",180,8,"목요일","독일/영국/프랑스","전체관람가",NA,"(주)영화사 진진","다큐멘터리","프레데릭 와이즈만",NA,NA,NA,NA,NA,8,10,5,286,11,3.5,358,1429,45,7,2,12543000,0,1309,5,27,1,2,9015000,0,898,5,34,3,4,2207,2830,3452,3634
"레이스","2016-05-25",134,5,"수요일","미국/캐나다/호주","12세이상관람가",NA,"(주)영화사 빅","드라마","스티븐 홉킨스","제이슨 서디키스","제레미 아이언스","윌리엄 허트",NA,NA,6,9,127,309,15,3.2,588,346,71,8,2,21807900,0,2818,106,477,1,3,3473000,0,540,8,32,2,2,3358,3535,3603,3616
"프랑스 영화처럼","2016-01-14",102,1,"목요일","한국","15세이상관람가","(주) 루스이소니도스","(주)콘텐츠판다","드라마","신연식","이영란","전지윤","다솜","정준원","소이",6,9,41,682,89,2.8,1962,1018,225,7,2,17192000,0.001,2242,30,374,1,2,5959500,0,761,23,166,2,5,3003,3319,3515,3613
"백설공주 : 사라진 아빠를 찾아서","2016-09-29",76,9,"목요일","일본/중국","전체관람가",NA,"예지림엔터테인먼트","애니메이션","벤 차오","이제인","사문영","박상훈",NA,NA,NA,9,136,207,66,2,24,22,3,7,3,328636500,0.009,42152,213,1303,1,2,69268900,0.003,9205,112,466,2,2,51357,52806,53785,54399
"프랑코포니아","2016-06-16",88,6,"목요일","독일/영국/프랑스","12세이상관람가",NA,"(주)영화사 안다미로","드라마","알렉산더 소쿠로프","루이-도 드 렝퀘셍","빈센트 네메스",NA,NA,NA,7,9,7,157,12,3,471,760,92,7,2,13994600,0,1887,25,194,1,2,7200700,0,1014,19,124,2,2,2901,3274,3465,3492
"위켄즈","2016-12-22",96,12,"목요일","한국","15세이상관람가","한국게이인권운동단체 친구사이","무브먼트","다큐멘터리","이동하","고동민","낙타","미로","민",NA,7,8,94,213,57,3.7,504,556,88,7,2,9309400,0,1106,12,90,1,3,6206800,0,744,12,82,2,2,1850,2496,3234,3486
"최후의 Z","2016-12-28",98,12,"수요일","기타","12세이상관람가",NA,"(주)드림팩트엔터테인먼트","드라마","크레이그 조벨","마고 로비","크리스 파인","치웨텔 에지오포",NA,NA,NA,7,186,487,128,2.9,2149,1922,250,8,3,18959500,0,3340,42,212,1,2,308000,0,56,8,43,2,2,3396,3425,3449,3449
"아리아","2015-04-23",103,4,"목요일","기타","15세이상관람가",NA,"(주)엣나인필름","드라마","아시아 아르젠토","샤를로뜨 갱스부르","지울리아 살레르노","가브리엘 가코",NA,NA,NA,10,1,22,1,3.4,1847,4769,171,7,2,16070579,0,2041,27,245,1,3,7808000,0,921,10,65,2,2,2962,3219,3398,3424
"철원기행","2016-04-21",99,4,"목요일","한국","12세이상관람가","(주)타이거시네마","주식회사 디에스이이디","드라마","김대환","문창길","이영란","이상희","김민혁","허재원",7,10,16,200,40,3.2,1481,1285,185,7,2,13173300,0.001,1869,29,256,1,2,6106800,0,873,17,146,4,2,2742,3129,3235,3320
"세계일주","2015-03-26",91,3,"목요일","한국","12세이상관람가","(주)쿠나","(주)나이너스엔터테인먼트","가족","이항배","김정태","박하영","구승현","최정우","지대한",4,10,57,189,24,2.9,793,151,29,7,2,18431400,0.001,2495,56,488,1,2,4581000,0,663,4,11,2,2,3158,3223,3294,3320
"꿈보다 해몽","2015-02-12",98,2,"목요일","한국","15세이상관람가","영화사 벽돌","KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)","드라마","이광국","유준상","신동미","김강현","이채은","이주원",7,9,12,277,54,3.2,2243,1339,247,7,3,14912200,0,1911,36,380,1,4,6787500,0,918,20,181,2,2,2829,3079,3212,3263
"해피 해피 와이너리","2015-03-12",117,3,"목요일","일본/중국","전체관람가",NA,"주식회사 씨네룩스","코미디","미시마 유키코","오오이즈미 요","소메타니 쇼타",NA,NA,NA,6,8,9,189,22,2.7,1684,1915,93,7,2,15569300,0.001,2063,23,229,1,2,3624000,0,516,10,66,2,2,2579,2930,3130,3177
"반짝이는 박수 소리","2015-04-23",80,4,"목요일","한국","전체관람가","영화사 낭만","KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)","다큐멘터리","이길보라","이상국","길경희","이길보라","이광희","정임순",7,10,28,190,15,3.5,1610,2084,102,7,2,7034700,0,1008,21,247,1,3,6684800,0,948,18,140,2,2,1956,2261,2855,3174
"업사이드 다운","2016-04-14",65,4,"목요일","한국","12세이상관람가","프로젝트 투게더","(주)시네마달","다큐멘터리","김동빈","박영우",NA,NA,NA,NA,7,6,79,589,292,3.3,528,714,59,7,2,11266000,0.001,1559,22,181,1,2,6482000,0,925,18,137,2,4,2484,2823,2983,3130
"노엘의 선물","2015-02-05",81,2,"목요일","독일/영국/프랑스","전체관람가",NA,"(주)나이너스엔터테인먼트","코미디","알렉산더 코페르","타하르 라힘","빅토르 카발",NA,NA,NA,6,10,216,584,32,3.4,763,479,59,7,2,19332900,0.001,2573,58,424,1,3,2090000,0,347,6,43,4,2,2920,3122,3122,3122
"늙은 자전거","2015-11-12",106,11,"목요일","한국","전체관람가","(주)영화사 북촌","(주)씨타마운틴픽쳐스","드라마","문희융","최종원","박민상","박상면","조안","춘자",4,9,15,244,24,2.8,80,25,15,7,2,10579300,0,1594,17,216,1,2,4984500,0,919,9,57,2,2,2513,3002,3039,3099
"아웃사이더","2015-06-21",96,6,"일요일","미국/캐나다/호주","15세이상관람가",NA,"(주)미디어데이","액션","브라이언 A. 밀러","크레이그 페어브라스","제이슨 패트릭","제임스 칸",NA,NA,NA,10,3,48,2,1,49,2,11,4,1,6170000,0,1234,2,4,1,2,2055000,0,411,1,2,2,2,1645,2311,2551,3085
"램스","2016-11-03",93,11,"목요일","기타","15세이상관람가",NA,"미디어 컨텐츠 스토어","드라마","그리무르 하코나르슨","테오도로 줄리어슨",NA,NA,NA,NA,7,8,38,100,16,3.5,1024,1880,131,7,2,11484800,0.001,1535,23,163,1,2,6203500,0,810,16,84,2,2,2345,2647,2878,3060
"그림자들의 섬","2016-08-25",98,8,"목요일","한국","15세이상관람가","부산민주언론시민연합사업단 미디토리","(주)시네마달","다큐멘터리","김정근",NA,NA,NA,NA,NA,7,7,7,178,12,3.6,336,602,61,7,2,4600200,0,683,15,92,1,2,5057600,0,795,11,69,3,4,1478,2021,2363,2961
"나의 아들, 나의 어머니","2015-12-17",70,12,"목요일","한국","전체관람가","창작집단917","(주)인디플러그","다큐멘터리","안재민",NA,NA,NA,NA,NA,7,10,14,153,16,3.2,98,80,16,7,2,9206800,0,1311,24,179,1,3,5123500,0,841,11,83,3,2,2152,2675,2908,2953
"무스탕: 랄리의 여름","2016-03-17",97,3,"목요일","독일/영국/프랑스","15세이상관람가",NA,"(주)미로스페이스","드라마","데니즈 겜즈 에르구벤","에롤 아프신","구네스 센소이",NA,NA,NA,7,9,27,139,23,3.9,2952,7471,403,7,2,11738400,0.001,1521,26,212,1,2,7842000,0,1057,17,138,2,3,2578,2885,2938,2944
"실버벨","2016-12-15",88,12,"목요일","미국/캐나다/호주","전체관람가",NA,"(재)CBS","코미디","해롤드 크론크","브루스 박스라이트너","안토니오 파르가스",NA,NA,NA,NA,10,7,42,5,2.9,17,53,3,7,2,15914000,0,2136,21,153,1,2,3839000,0,504,4,15,3,2,2640,2923,2935,2935
"금빛 모자이크 프리티 데이즈","2017-02-16",50,2,"목요일","일본/중국","전체관람가",NA,"(주)퍼스트런","애니메이션","다나카 모토키",NA,NA,NA,NA,NA,NA,9,98,364,44,2.6,24,11,5,7,2,24767000,0.001,3339,80,672,1,3,7047500,0,1000,27,183,2,2,4339,4689,4703,4709
"그라운드의 이방인","2015-03-19",103,3,"목요일","한국","전체관람가","㈜인디스토리","㈜인디스토리","다큐멘터리","김명준","김근","양시철","배수찬","권해효","박용진",7,10,20,286,34,3.2,1245,382,71,7,2,9850500,0.001,1373,28,323,1,2,5267100,0,798,25,201,2,2,2171,2728,2831,2881
"포제션 : 중독된 사랑","2015-06-21",85,6,"일요일","미국/캐나다/호주","15세이상관람가",NA,"(주)미디어데이","미스터리","조엘 버그발","사라 미셀 겔러","리 페이스",NA,NA,NA,NA,7,36,51,8,2.7,451,259,33,4,1,5810000,0,1162,2,4,1,2,2160000,0,432,1,1,2,2,1594,1900,2533,2821
"할머니의 먼 집","2016-09-29",92,9,"목요일","한국","전체관람가","영화사 연필","KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)","다큐멘터리","이소현","박삼순","이소현","장춘옥","홍순영",NA,6,10,12,291,9,3.8,708,1106,110,7,3,8790300,0,1180,18,158,1,2,6074100,0,846,16,133,2,2,2026,2420,2704,2780
"세상의 끝에서 커피 한잔","2015-11-05",119,11,"목요일","일본/중국","12세이상관람가",NA,"(주)도키엔터테인먼트","드라마","치앙시우청","나가사쿠 히로미","사사키 노조미",NA,NA,NA,6,9,17,257,12,3.5,2850,4714,205,7,2,7422500,0,1023,13,73,1,2,5382000,0,785,7,54,2,2,1808,2174,2547,2779
"커튼콜","2016-12-08",94,12,"목요일","한국","15세이상관람가","(주)모멘텀엔터테인먼트","(주)모멘텀엔터테인먼트","코미디","류훈","장현성","박철민","전무송","유지수","이이경",4,9,57,972,191,2.5,744,297,151,7,2,18142600,0.001,2376,80,570,1,2,1779500,0,233,10,64,2,3,2609,2693,2754,2767
"쇼콜라","2017-03-09",119,3,"목요일","독일/영국/프랑스","12세이상관람가",NA,"판씨네마(주)","드라마","로쉬디 젬","오마 사이","제임스 티에레","클로틸드 헤스메",NA,NA,6,9,33,288,97,3.4,505,662,85,7,2,17042000,0.001,2280,52,446,1,2,2972000,0,412,7,53,2,2,2692,2757,2757,2757
"밤을 걷는 뱀파이어 소녀","2015-06-25",99,6,"목요일","미국/캐나다/호주","15세이상관람가",NA,"찬란","공포(호러)","애나 릴리 아미푸르","셰일라 밴드","아라쉬 마란디",NA,NA,NA,7,7,30,171,51,3.4,2237,5721,250,7,2,13419000,0,1703,23,207,1,2,4671000,0,622,12,77,2,2,2325,2542,2669,2734
"시간의 종말","2016-11-03",67,11,"목요일","한국","전체관람가","인디라인","(주)영화사 진진","다큐멘터리","김대현",NA,NA,NA,NA,NA,6,10,9,236,16,3.4,59,66,17,7,2,12840800,0.001,1747,33,276,1,2,3842600,0,617,12,81,2,2,2364,2549,2678,2729
"적도","2015-05-28",119,5,"목요일","기타","15세이상관람가",NA,"판씨네마(주)","액션","렁록만","지진희","시원","장학우","장가휘","여문락",5,8,101,228,79,1.9,402,78,52,7,2,18660500,0.001,2523,71,624,1,2,14000,0,2,1,1,2,2,2525,2609,2609,2609
"스노우타임","2016-12-15",70,12,"목요일","미국/캐나다/호주","전체관람가",NA,"(주)영화사 빅","애니메이션","장 프랑소아 풀리오",NA,NA,NA,NA,NA,6,10,12,119,29,2.1,23,23,4,7,2,175032400,0.005,24004,259,1249,1,2,21518000,0,3558,18,95,3,2,27562,28732,28734,28755
"리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국","2017-04-13",63,4,"목요일","미국/캐나다/호주","전체관람가",NA,"월트디즈니컴퍼니코리아 유한책임회사","애니메이션","제이미 미첼","아리엘 윈터","아이미 카레로","제인 폰다","사라 라미레즈","다시 로즈 번즈",NA,10,19,315,26,3.1,22,41,6,7,2,128765000,0.006,18600,149,942,1,2,124476500,0.008,17686,164,823,3,4,36286,43502,45317,45482
"다이노X 탐험대","2016-05-04",70,5,"수요일","한국","전체관람가","(주)MBC","(주)이수C&E","애니메이션","이동희","정준하","하동훈",NA,NA,NA,NA,9,82,606,88,2.3,20,13,4,8,4,592683300,0.016,76524,579,2819,1,2,32051600,0.001,4227,64,260,2,2,80751,81921,82106,82148
"디브","2016-09-01",100,9,"목요일","기타","15세이상관람가",NA,"주식회사 디에스이이디","어드벤처","나지 아부 노워","자시르 에이드 알휴타트",NA,NA,NA,NA,7,8,10,50,5,3.2,284,294,43,7,2,1744200,0,209,5,31,1,3,5877200,0,1126,5,24,4,2,1335,1761,2369,2371
"재키 앤 라이언","2015-11-19",90,11,"목요일","미국/캐나다/호주","12세이상관람가",NA,"(주)팝엔터테인먼트","드라마","아미 카난 만","캐서린 헤이글","벤 반스",NA,NA,NA,7,9,18,258,14,2.9,199,168,31,7,2,16571000,0.001,2169,62,453,1,2,1387000,0,174,14,49,2,2,2343,2348,2348,2348
"오마르","2015-02-05",96,2,"목요일","기타","15세이상관람가",NA,"(주)판다미디어","드라마","하니 아부 아사드","아담 바크리","림 루바니",NA,NA,NA,7,9,27,137,33,3.4,1467,1877,88,7,2,9961900,0,1395,16,120,1,3,3282500,0,470,10,45,4,2,1865,2231,2285,2322
"레드 툼","2015-07-09",91,7,"목요일","한국","15세이상관람가","레드무비","(주)따미픽쳐스","다큐멘터리","구자환","김원규","김주완","김형렬","박영대","윤명호",6,10,54,773,30,3.4,140,149,26,7,2,8307000,0,1342,13,92,1,2,3092000,0,489,10,60,2,2,1831,2033,2113,2274
"히어 애프터","2016-05-12",102,5,"목요일","기타","15세이상관람가",NA,"(주)엣나인필름","드라마","매그너스 본 혼","율리크 먼더","마츠 브롬그렌","로아 에크","잉거 닐슨",NA,NA,NA,NA,NA,NA,3.2,720,1607,118,7,2,9917300,0,1290,26,236,1,2,3031700,0,365,9,63,2,3,1655,1953,2243,2263
"고양이 살인사건","2015-09-03",101,9,"목요일","미국/캐나다/호주","15세이상관람가",NA,"(주)수키픽쳐스","코미디","질리안 그린","프란 크랜즈","니키 리드","J.K. 시몬스",NA,NA,NA,8,4,71,6,2.6,235,653,17,7,2,8682000,0,1750,20,50,1,2,2565000,0,513,5,11,2,4,2263,2263,2263,2263
"맹글혼","2015-11-26",97,11,"목요일","미국/캐나다/호주","15세이상관람가",NA,"(주)영화사 빅","드라마","데이빗 고든 그린","알 파치노","홀리 헌터",NA,NA,NA,6,10,10,109,10,3,270,428,43,7,2,13707500,0.001,1940,42,326,1,2,1471000,0,239,2,12,2,2,2179,2252,2252,2252
"세컨드 마더","2015-11-12",112,11,"목요일","기타","12세이상관람가",NA,"(주)블룸즈베리리소시스리미티드","가족","안나 무이라에르트","레지나 카세","카밀라 마르딜라","미셀 조엘사스",NA,NA,7,9,66,123,6,3.7,425,971,58,7,2,10790400,0,1409,18,151,1,2,3790600,0,556,11,62,2,2,1965,2149,2177,2226
"바쿠만","2016-04-21",119,4,"목요일","일본/중국","12세이상관람가",NA,"(주)디스테이션","드라마","오오네 히토시","사토 타케루","카미키 류노스케","소메타니 쇼타","코마츠 나나",NA,6,9,78,545,36,3.2,3440,1774,371,7,2,17620700,0.001,2193,73,598,1,2,32000,0,4,2,4,4,2,2197,2199,2199,2199
"바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동","2017-01-25",68,1,"수요일","독일/영국/프랑스","전체관람가",NA,"와이드 릴리즈(주)","애니메이션","다라 오코넬","하성용","정재헌","엄상현","윤승희","김정은",NA,10,4,515,43,2.9,18,7,1,8,4,244656000,0.004,36694,267,1376,1,2,112925000,0.004,17047,136,901,2,2,53741,60193,60750,60875
"고양이는 불러도 오지 않는다","2016-06-09",103,6,"목요일","일본/중국","전체관람가",NA,"(주)디스테이션","드라마","야마모토 토루","카자마 슌스케","츠루노 타케시","마츠오카 마유",NA,NA,7,9,23,575,22,3.1,1166,1362,141,7,2,13895000,0,1881,32,306,1,2,1944000,0,269,4,30,2,2,2150,2150,2150,2150
"위풍당당 질리 홉킨스","2016-10-26",97,10,"수요일","미국/캐나다/호주","전체관람가",NA,"주식회사 쇼미미디어앤트레이딩","코미디","스티븐 헤렉","소피 넬리스","캐시 베이츠","글렌 클로즈","옥타비아 스펜서","줄리아 스타일즈",6,10,6,215,26,3,124,127,14,8,2,12443500,0,1930,64,322,1,2,566000,0,69,4,18,2,2,1999,2076,2101,2140
"아이히만 쇼","2017-03-01",96,3,"수요일","독일/영국/프랑스","15세이상관람가",NA,"(주)디스테이션","드라마","폴 앤드류 윌리엄스","마틴 프리먼","안소니 라파글리아",NA,NA,NA,NA,0,0,16,2,3.5,860,754,142,8,3,9965500,0,1289,34,168,1,2,3136500,0,430,4,39,2,2,1719,2019,2130,2132
"뷰티풀 레이디스","2016-11-10",98,11,"목요일","독일/영국/프랑스","15세이상관람가",NA,"(주)디스테이션","드라마","오드리 에스트루고","소피 마르소","수잔 클레망","앨리스 벨라이디","앤 르니",NA,7,10,12,180,13,3.3,288,818,57,7,2,11568000,0.001,1552,39,361,1,2,2498400,0,339,11,71,2,2,1891,2083,2101,2111
"리틀드래곤 코코넛","2015-07-02",83,7,"목요일","독일/영국/프랑스","전체관람가",NA,"(주)영화사 빅","애니메이션","허버트 베일란드",NA,NA,NA,NA,NA,NA,10,102,214,39,2.4,17,19,4,7,2,221903100,0.006,29976,209,1227,1,2,11504000,0,1756,12,50,2,2,31732,32874,33109,33154
"화이트 갓","2015-04-02",120,4,"목요일","기타","15세이상관람가",NA,"(주)나이너스엔터테인먼트","드라마","코르넬 문드럭초","조피아 프소타","산도르 즈소테르",NA,NA,NA,7,9,17,276,20,3.2,1803,1474,173,7,2,13441700,0.001,1765,23,270,1,2,1646000,0,204,8,37,2,2,1969,2057,2089,2101
"인어공주 : 새로운 모험의 시작","2016-11-03",77,11,"목요일","일본/중국","전체관람가",NA,"예지림엔터테인먼트","애니메이션","아담 추",NA,NA,NA,NA,NA,NA,8,92,190,69,1.6,17,32,3,7,2,188209200,0.008,24271,262,1448,1,2,40412700,0.002,5475,91,343,2,2,29746,30859,31499,31801
"히치콕 트뤼포","2016-08-25",80,8,"목요일","독일/영국/프랑스","15세이상관람가",NA,"(주)영화사 안다미로","다큐멘터리","켄트 존스","알프레드 히치콕","프랑수아 트뤼포","데이빗 핀처","마틴 스콜세지","웨스 앤더슨",7,8,8,90,7,3.5,1513,3528,191,7,2,7717400,0,1043,18,128,1,2,4134700,0,502,13,79,3,4,1545,1867,2027,2067
"조류인간","2015-02-26",112,2,"목요일","한국","15세이상관람가","(주) 루스이소니도스","(주) 루스이소니도스","드라마","신연식","김정석","소이","정한비","강신효","임동훈",8,9,23,182,46,3,1407,591,142,7,2,7214100,0,1005,21,182,1,2,3797100,0,509,17,136,2,2,1514,1953,2008,2034
"어느 독재자","2017-04-06",120,4,"목요일","독일/영국/프랑스","15세이상관람가",NA,"주식회사 디에스이이디","드라마","모흐센 마흐말바프","미하일 고미아쉬빌리","다치 오르벨라쉬빌리",NA,NA,NA,6,9,22,417,21,3.6,446,1162,80,7,2,9060500,0.001,1308,20,75,1,2,2976200,0,430,9,52,2,3,1738,1881,1958,2032
"유고와 라라: 하늘고래와 구름섬 대모험","2015-04-09",80,4,"목요일","일본/중국","전체관람가",NA,"와이드 릴리즈(주)","애니메이션","왕운비","이재현","박리나","홍진욱","임채헌","윤세웅",5,10,9,54,19,2.3,16,63,2,7,2,128248400,0.007,17579,222,1192,1,2,147775800,0.01,20506,167,740,2,3,38085,39078,39276,39309
"택시","2015-11-05",82,11,"목요일","기타","전체관람가",NA,"주식회사 씨네룩스","드라마","자파르 파나히","자파르 파나히",NA,NA,NA,NA,8,10,5,89,9,3.8,2008,4152,241,7,2,7196200,0,921,17,127,1,2,5228400,0,769,13,96,2,2,1690,1892,1996,2024
"투 라이프","2015-05-07",104,5,"목요일","독일/영국/프랑스","15세이상관람가",NA,"주식회사 씨네룩스","드라마","장 자크 질베르만","줄리 드빠르디유","조한나 터 스티지","수잔 클레망",NA,NA,7,10,4,107,10,3.4,614,2790,46,7,2,9249000,0,1383,13,89,1,2,2981000,0,411,8,43,3,2,1794,1940,1954,2015
"고려 아리랑: 천산의 디바","2017-05-25",87,5,"목요일","한국","전체관람가",NA,"(주)시네마달","다큐멘터리","김소영","방 타마라","이함덕",NA,NA,NA,7,9,6,53,6,3,159,114,27,7,2,6760200,0,1168,21,139,1,3,2421100,0,381,18,108,2,2,1549,1848,1899,1979
"밀양 아리랑","2015-07-16",102,7,"목요일","한국","15세이상관람가","오지필름","(주)시네마달","다큐멘터리","박배일",NA,NA,NA,NA,NA,6,7,19,202,19,3.5,348,378,30,7,2,6132000,0,1031,14,99,1,2,4204000,0,645,13,83,2,2,1676,1804,1921,1978
"레전드 오브 래빗: 불의 전설","2015-09-24",80,9,"목요일","일본/중국","전체관람가",NA,"(주)팝엔터테인먼트","애니메이션","마원","이재범","문유정","이명희",NA,NA,NA,6,65,179,117,1.8,16,17,2,7,4,151133800,0.002,20276,126,776,1,2,16019800,0.001,2257,39,144,3,2,22533,23093,23101,23341
"우주로봇 씨어","2015-03-12",92,3,"목요일","일본/중국","전체관람가",NA,"(주)마인스 엔터테인먼트","애니메이션","왕장준","엄상현","김성연","안장혁",NA,NA,NA,9,37,80,36,1.4,16,21,4,7,2,61367400,0.003,8619,185,793,1,2,10114600,0.001,1600,29,91,2,2,10219,10706,10706,10706
"바르샤 드림스","2016-05-04",123,5,"수요일","기타","12세이상관람가",NA,"(주)싸이더스","다큐멘터리","조르디 롬파르트","리오넬 메시","호셉 과르디올라",NA,NA,NA,5,8,103,684,64,3.2,238,219,28,8,4,13150000,0,1780,60,251,1,2,1154000,0,167,4,19,2,2,1947,1948,1951,1951
"어떤이의 꿈","2015-11-26",72,11,"목요일","한국","12세이상관람가","(주)예스컴","하준사","드라마","조성규","김동완","최필립","후지이 미나","조연희","김도연",3,9,28,719,25,2.6,213,110,30,7,2,13081600,0,1577,20,286,1,2,1999000,0,258,6,57,2,2,1835,1905,1924,1938
"하루","2015-08-06",90,8,"목요일","기타","15세이상관람가",NA,"THE 픽쳐스","드라마","레자 미르카리미","파비즈 파라스투이","소헤일라 고레스타니",NA,NA,NA,5,8,242,2233,287,2.8,11118,1363,1318,7,2,8029500,0,1163,13,90,1,2,2969000,0,442,7,46,2,2,1605,1815,1906,1915
"사랑은 부엉부엉","2016-12-29",83,12,"목요일","독일/영국/프랑스","12세이상관람가",NA,"찬란","드라마","람지 베디아","람지 베디아","엘로디 부셰","루시 로리에",NA,NA,6,9,39,264,16,2.9,506,1189,87,7,3,9773700,0,1246,21,193,1,2,3803000,0,498,14,81,2,2,1744,1827,1865,1890
"핸즈 오브 스톤","2016-12-08",111,12,"목요일","미국/캐나다/호주","15세이상관람가",NA,"(주)이수C&E","드라마","조나단 자쿠보위즈","에드가 라미레즈","로버트 드니로","어셔","아나 디 아르마스","저니 스몰렛",6,9,20,119,10,3.2,379,158,65,7,2,12840000,0,1727,69,470,1,2,1207000,0,149,2,7,2,3,1876,1876,1876,1876
