"Movie","Playdate","Playtime","Play_month","Weekdays","Rep_Nationality","Grade","Rep_production","Rep_distributor","Rep_genre","Rep_director","Rep_actor1","Rep_actor2","Rep_actor3","Rep_actor4","Rep_actor5","Critic_star","Naver_star_before_play","Naver_participants_before_play","Naver_expect_index_wannasee","Naver_expect_index_notreally","Watcha_star","Watcha_participants","Watcha_expect_index_wannasee","Watcha_comments","Week1_playdays","Week1_holiday","Week1_sales","Week1_sales_share","Week1_audience","Week1_screen","Week1_screening","Week2_isplay","Week2_holiday","Week2_sales","Week2_sales_share","Week2_audience","Week2_screen","Week2_screening","Week3_holiday","Week4_holiday","Week2_Cum_audience","Week3_Cum_audience","Week4_Cum_audience","Week5_Cum_audience"
"도리를 찾아서","2016-07-06",97,7,"수요일","미국/캐나다/호주","전체관람가",NA,"월트디즈니컴퍼니코리아(주)","애니메이션","앤드류 스탠튼","엘렌 드제너스","알버트 브룩스","다이안 키튼",NA,NA,7,10,264,5951,366,3.7,67411,12365,3810,8,2,9765810998,0.296,1189311,1819,28379,1,2,5263955579,0.128,661490,969,15461,2,2,1850801,2147677,2503427,2580499
"재심","2017-02-15",119,2,"수요일","한국","15세이상관람가","(주)이디오플랜","오퍼스픽쳐스","드라마","김태윤","정우","강하늘","김해숙","이동휘","한재영",6,9,272,6797,576,3.3,29483,3556,2439,8,2,10741807808,0.354,1363311,1662,31165,1,3,5999041929,0.165,740343,767,19682,2,2,2103654,2302276,2396312,2411795
"스파이","2015-05-21",120,5,"목요일","미국/캐나다/호주","15세이상관람가",NA,"이십세기폭스코리아(주)","액션","폴 페이그","주드 로","제이슨 스타뎀","멜리사 맥카시",NA,NA,7,9,504,2016,255,3.8,163699,12358,5420,7,3,8082128677,0.23,1025806,665,20932,1,2,5247314203,0.224,660779,601,15798,2,2,1686585,2056587,2252095,2301868
"모아나","2017-01-12",113,1,"목요일","미국/캐나다/호주","전체관람가",NA,"월트디즈니컴퍼니코리아 유한책임회사","애니메이션","론 클레멘츠","드웨인 존슨","아우이 크라발호","알란 터딕","제메인 클레멘트","테무에라 모리슨",6,9,372,2774,335,3.8,59256,9987,4306,7,2,6726684892,0.202,857483,953,21032,1,2,3965911515,0.098,524813,746,10776,4,2,1382296,1950305,2177663,2275348
"배트맨 대 슈퍼맨: 저스티스의 시작","2016-03-24",151,3,"목요일","미국/캐나다/호주","12세이상관람가",NA,"워너브러더스 코리아(주)","액션","잭 스나이더","헨리 카빌","벤 애플렉","에이미 아담스","로렌스 피쉬번","제시 아이젠버그",6,8,1135,16024,2203,2.8,70135,6151,6292,7,2,13266916737,0.642,1581012,1709,49500,1,2,3823911834,0.323,459729,1160,30651,3,2,2040741,2195377,2227114,2238039
"강남 1970","2015-01-21",135,1,"수요일","한국","청소년관람불가","(주)모베라픽처스","(주)쇼박스","액션","유하","이민호","김래원","정진영","설현","유승목",6,9,1322,21361,4102,2.9,83785,3093,1934,8,2,10365967993,0.3,1288271,1525,23785,1,2,5027455367,0.205,617906,692,18194,2,3,1906177,2129354,2178024,2186227
"악의 연대기","2015-05-14",102,5,"목요일","한국","15세이상관람가","(주)비에이엔터테인먼트","씨제이이앤엠(주)","스릴러","백운학","손현주","마동석","최다니엘","박서준","이준혁",6,8,235,5113,582,3.2,100342,5642,2735,7,2,8834559796,0.342,1109907,776,28703,1,3,5649497267,0.161,716729,575,18157,2,2,1826636,2079011,2153046,2178000
"원더 우먼","2017-05-31",141,5,"수요일","미국/캐나다/호주","12세이상관람가",NA,"워너브러더스 코리아(주)","액션","팻티 젠킨스","갤 가돗","로빈 라이트","크리스 파인","데이빗 듈리스","코니 닐슨",7,8,296,3222,437,3.4,44758,5070,6309,8,3,12838026398,0.319,1587714,1975,32564,1,2,2769852749,0.104,345926,611,14544,2,2,1933640,2114218,2150988,2160068
"겟 아웃","2017-05-17",104,5,"수요일","미국/캐나다/호주","15세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","공포(호러)","조던 필레","다니엘 칼루야","앨리슨 윌리암스","브래들리 휘트포드","캐서린 키너",NA,7,8,1036,5068,759,3.7,86482,8757,8225,8,2,10329583855,0.394,1261445,1476,28220,1,2,4664697320,0.149,577153,616,17173,3,2,1838598,2079931,2113594,2124854
"굿바이 싱글","2016-06-29",119,6,"수요일","한국","15세이상관람가","호두앤유 엔터테인먼트(주)","(주)쇼박스","코미디","김태곤","김혜수","마동석","김현수","김용건","서현진",6,9,1307,6176,668,3.1,76726,5355,2432,8,2,9621565015,0.332,1213053,1502,26725,1,2,5200095560,0.156,635688,771,18354,2,2,1848741,2062784,2078739,2078909
"봉이 김선달","2016-07-06",121,7,"수요일","한국","12세이상관람가","(주)엠픽처스","씨제이이앤엠(주)","사극","박대민","유승호","조재현","고창석","라미란","시우민",5,9,866,20055,1217,2.9,36814,2929,1489,8,2,10429157442,0.317,1316889,1689,28142,1,2,4752578800,0.116,596377,811,18176,2,2,1913266,2035883,2039488,2043446
"레버넌트: 죽음에서 돌아온 자","2016-01-14",156,1,"목요일","미국/캐나다/호주","15세이상관람가",NA,"이십세기폭스코리아(주)","어드벤처","알레한드로 곤잘레스 이냐리투","레오나르도 디카프리오","톰 하디",NA,NA,NA,7,9,945,5179,845,3.7,113685,20284,8024,7,2,8457743688,0.341,1054286,967,21476,1,2,4920133562,0.247,613497,797,18943,2,5,1667783,1917394,1977354,1998227
"컨저링 2","2016-06-09",134,6,"목요일","미국/캐나다/호주","15세이상관람가",NA,"워너브러더스 코리아(주)","공포(호러)","제임스 완","베라 파미가","패트릭 윌슨","프란카 포텐테","프란시스 오코너","스털링 제린스",7,9,178,7907,751,3.2,50198,2537,2516,7,2,6197342289,0.177,767034,635,13995,1,2,5193414821,0.17,632440,640,14518,2,2,1399474,1709105,1853200,1911712
"수어사이드 스쿼드","2016-08-03",122,8,"수요일","미국/캐나다/호주","15세이상관람가",NA,"워너브러더스 코리아(주)","액션","데이비드 에이어","윌 스미스","자레드 레토","마고 로비","스콧 이스트우드","카라 델러비인",5,8,1102,32475,2987,2.8,94169,12130,8069,8,2,13768093530,0.192,1644839,1556,23258,1,3,1746912058,0.025,209807,414,4588,2,2,1854646,1892067,1897734,1898121
"오늘의 연애","2015-01-14",118,1,"수요일","한국","15세이상관람가","(주)팝콘에프앤엠","씨제이이앤엠(주)","멜로/로맨스","박진표","이승기","문채원","이서진","장진우","이경진",4,9,958,19766,2573,2.8,103839,3375,2663,8,2,9640725831,0.26,1214638,1286,23415,1,2,3471250856,0.102,446508,499,12889,2,2,1661146,1847327,1888295,1891787
"테이큰 3","2015-01-01",112,1,"목요일","미국/캐나다/호주","15세이상관람가",NA,"이십세기폭스코리아(주)","액션","올리비에 메가턴","리암 니슨","팜케 얀센","매기 그레이스","존 그리스","포레스트 휘테커",4,9,422,8326,852,3.2,90043,3116,2351,7,3,9709363900,0.169,1196326,616,19286,1,2,4341302200,0.127,535562,536,14095,2,2,1731888,1851274,1860296,1860934
"007 스펙터","2015-11-11",148,11,"수요일","독일/영국/프랑스","15세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","액션","샘 멘데스","다니엘 크레이그","레아 세이두","크리스토프 왈츠","모니카 벨루치",NA,6,9,254,6919,866,3.1,51117,5158,4078,8,2,11105189180,0.397,1411996,2096,36716,1,2,2469602450,0.079,314266,606,11832,2,2,1726262,1797286,1812934,1820573
"노무현입니다","2017-05-25",109,5,"목요일","한국","12세이상관람가","영화사 풀","CGV아트하우스","다큐멘터리","이창재","노무현",NA,NA,NA,NA,7,8,2202,45099,3322,3.9,21815,6572,2817,7,2,6385075812,0.204,816471,775,21775,1,3,4620852100,0.111,581728,627,15355,2,2,1398199,1615831,1747921,1807640
"대호","2015-12-16",139,12,"수요일","한국","12세이상관람가","(주)사나이픽처스","(주)넥스트엔터테인먼트월드(NEW)","사극","박훈정","최민식","정만식","김상호","성유빈","오스기 렌",7,8,553,8397,1702,3,65167,3827,2739,8,2,6975536034,0.204,915805,1755,25513,1,3,4701706298,0.084,612527,608,12905,3,2,1528332,1726220,1744935,1747869
"이미테이션 게임","2015-02-17",114,2,"화요일","독일/영국/프랑스","15세이상관람가",NA,"메가박스(주)플러스엠","드라마","모튼 틸덤","베네딕트 컴버배치","키이라 나이틀리","매튜 구드",NA,NA,7,9,443,7140,691,3.8,309202,32750,6844,9,5,6827513501,0.149,875404,1018,15306,1,2,3565476404,0.15,453839,503,12568,2,2,1329243,1597893,1692761,1718132
"샌 안드레아스","2015-06-03",114,6,"수요일","미국/캐나다/호주","12세이상관람가",NA,"워너브러더스 코리아(주)","액션","브래드 페이튼","드웨인 존슨","알렉산드리아 다다리오",NA,NA,NA,5,9,269,3676,410,3.1,64367,3588,2751,8,2,9835742269,0.503,1138303,1548,34914,1,2,3365662483,0.12,420143,631,20064,2,2,1558446,1705547,1715012,1715779
"쎄시봉","2015-02-05",122,2,"목요일","한국","15세이상관람가","유한회사 제이필름","씨제이이앤엠(주)","멜로/로맨스","김현석","김윤석","정우","한효주","김희애","진구",6,3,7986,12076,24436,3.2,92650,5891,2258,7,2,6480123060,0.285,822715,829,25611,1,3,3119395751,0.09,392121,522,13140,4,2,1214836,1637811,1694825,1700399
"콩: 스컬 아일랜드","2017-03-08",118,3,"수요일","미국/캐나다/호주","12세이상관람가",NA,"워너브러더스 코리아(주)","액션","조던 복트-로버츠","톰 히들스턴","브리 라슨","사무엘 L. 잭슨","존 굿맨",NA,6,8,710,2936,308,3,22778,2113,2414,8,2,9958713343,0.496,1191726,1764,34672,1,2,3366080340,0.132,414380,644,16891,2,2,1606106,1679362,1685916,1685928
"23 아이덴티티","2017-02-22",117,2,"수요일","미국/캐나다/호주","15세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","스릴러","M. 나이트 샤말란","제임스 맥어보이","안야 테일러 조이","헤일리 루 리차드슨","베티 버클리","브래드 윌리엄 헨크",7,9,171,3751,383,3.4,62521,9174,5319,8,3,10611033500,0.297,1315820,1455,24389,1,2,2151610535,0.099,257865,539,12459,2,2,1573685,1666462,1675445,1675524
"임금님의 사건수첩","2017-04-26",114,4,"수요일","한국","12세이상관람가","(주)영화사람","씨제이이앤엠(주)","코미디","문현성","이선균","안재홍","김희원","주진모","장영남",6,9,581,3320,455,2.7,16583,1385,1680,8,3,8510046218,0.266,1104456,1988,36324,1,4,3613482205,0.074,457910,678,11981,2,2,1562366,1619744,1625251,1626439
"더 폰","2015-10-22",114,10,"목요일","한국","15세이상관람가","(주)미스터로맨스","(주)넥스트엔터테인먼트월드(NEW)","스릴러","김봉주","손현주","엄지원","배성우","김성종","권지훈",5,9,524,5205,480,3.1,65869,2716,1989,7,2,7353791475,0.313,958997,794,24912,1,2,3927388393,0.202,503161,681,20237,2,2,1462158,1562959,1574697,1575055
"괴물의 아이","2015-11-25",119,11,"수요일","일본/중국","12세이상관람가",NA,"CGV아트하우스","애니메이션","호소다 마모루","야쿠쇼 코지","미야자키 아오이","소메타니 쇼타","히로세 스즈",NA,7,10,130,2612,154,3.7,53612,14248,2545,8,2,976327716,0.037,132984,689,7123,1,2,358084100,0.016,48005,197,1840,2,2,180989,210315,216893,220478
"인디펜던스 데이 : 리써전스","2016-06-22",120,6,"수요일","미국/캐나다/호주","12세이상관람가",NA,"이십세기폭스코리아(주)","액션","롤랜드 에머리히","빌 풀만","리암 헴스워스","제프 골드블럼","비비카 A. 폭스","제시 어셔",5,9,706,4825,453,2.7,27329,2943,2315,8,2,10005459740,0.357,1170530,1770,33840,1,2,2328276200,0.08,275685,509,10785,2,2,1446215,1497557,1500220,1500260
"탐정 홍길동: 사라진 마을","2016-05-04",125,5,"수요일","한국","15세이상관람가","(주)영화사비단길","씨제이이앤엠(주)","드라마","조성희","이제훈","김성균","박근형","정성화","고아라",7,8,337,6179,660,3.2,68382,6796,3136,8,4,7665934227,0.199,946529,1433,23679,1,2,2698448318,0.077,337124,520,11279,2,2,1283653,1404345,1424496,1426332
"벤허","2016-09-14",123,9,"수요일","미국/캐나다/호주","12세이상관람가",NA,"롯데쇼핑㈜롯데엔터테인먼트","어드벤처","티무르 베크맘베토브","잭 휴스턴","토비 켑벨","모건 프리먼","로드리고 산토로","할룩 빌기너",4,8,224,1449,253,3.4,14533,2706,982,8,5,8301710520,0.179,1001607,1264,19440,1,2,2270209075,0.123,290460,653,14486,3,2,1292067,1372072,1393215,1396033
"특별시민","2017-04-26",130,4,"수요일","한국","15세이상관람가","(주)팔레트픽처스","(주)쇼박스","드라마","박인제","최민식","곽도원","심은경","문소리","라미란",6,9,522,4647,779,2.8,20929,2599,2672,8,3,9267759645,0.302,1206214,2304,39207,1,4,1133622000,0.023,143206,549,6155,2,2,1349420,1357447,1358061,1358972
"어린왕자","2015-12-23",106,12,"수요일","독일/영국/프랑스","전체관람가",NA,"씨네그루(주)다우기술","애니메이션","마크 오스본","제프 브리지스","레이첼 맥아담스","맥켄지 포이","마리옹 꼬띠아르","제임스 프랭코",7,10,229,4537,309,3.8,45772,16372,2201,8,3,2931523300,0.055,392897,936,7735,1,3,1193335427,0.025,158377,368,3656,2,2,551274,569223,573733,574581
"셜록: 유령신부","2016-01-02",115,1,"토요일","독일/영국/프랑스","12세이상관람가",NA,"메가박스(주)플러스엠","범죄","더글라스 맥키넌","베네딕트 컴버배치","마틴 프리먼",NA,NA,NA,7,10,308,12494,455,3.6,119462,15568,3994,5,2,7001503700,0.147,897327,891,15836,1,2,2573965749,0.095,327761,575,13816,2,2,1225088,1273087,1277667,1278737
"특별수사: 사형수의 편지","2016-06-16",120,6,"목요일","한국","15세이상관람가","(주)콘텐츠케이","(주)넥스트엔터테인먼트월드(NEW)","범죄","권종관","김명민","김상호","성동일","김영애","김향기",5,9,374,3052,383,3,27564,1572,1336,7,2,5535263444,0.181,693695,691,20190,1,2,2982448921,0.108,372840,522,11369,2,2,1066535,1194753,1209133,1209137
"해빙","2017-03-01",117,3,"수요일","한국","15세이상관람가","위더스필름(주)","롯데쇼핑㈜롯데엔터테인먼트","스릴러","이수연","조진웅","신구","김대명","송영창","이청아",6,9,177,8972,1012,2.6,18861,3283,1937,8,3,8302249265,0.322,1006518,1743,29481,1,2,1361491457,0.068,168505,544,13248,2,2,1175023,1202779,1203194,1203395
"워크래프트: 전쟁의 서막","2016-06-09",122,6,"목요일","미국/캐나다/호주","12세이상관람가",NA,"유니버설픽쳐스인터내셔널 코리아(유)","액션","던칸 존스","트래비스 핌멜","벤 포스터","폴라 패튼","도미닉 쿠퍼","클랜시 브라운",6,9,1587,14521,1389,3.3,43857,4923,3498,7,2,7145980589,0.204,819457,736,21417,1,2,2454232916,0.08,278516,508,9952,2,2,1097973,1153495,1160606,1161093
"당신, 거기 있어줄래요","2016-12-14",111,12,"수요일","한국","12세이상관람가","(주)수필름","롯데쇼핑㈜롯데엔터테인먼트","판타지","홍지영","김윤석","변요한","채서진","김상호","안세하",5,9,1809,8363,874,3.4,47648,10094,2833,8,2,6143291648,0.19,775186,1523,26223,1,2,2303351800,0.046,282508,647,11002,3,2,1057694,1153784,1158807,1158878
"미씽: 사라진 여자","2016-11-30",100,11,"수요일","한국","15세이상관람가","다이스필름(주)","메가박스(주)플러스엠","미스터리","이언희","서하늬","엄지원","공효진","강태수","김광호",7,9,499,4785,560,3.4,53165,6755,3351,8,2,6760374871,0.257,882310,1423,26296,1,2,1699509175,0.054,215596,545,10926,2,2,1097906,1150038,1150906,1150970
"장수상회","2015-04-09",112,4,"목요일","한국","12세이상관람가","(주)빅픽쳐","씨제이이앤엠(주)","멜로/로맨스","강제규","박해빛나","박근형","윤여정","조진웅","한지민",6,9,856,15600,1136,3.4,57566,6119,1399,7,2,3574060217,0.206,476581,688,22233,1,2,3058852226,0.216,403406,619,19660,2,3,879987,1027007,1091836,1132141
"동주","2016-02-17",110,2,"수요일","한국","12세이상관람가","(주) 루스이소니도스","메가박스(주)플러스엠","드라마","이준익","강하늘","박정민","김인우","최홍일","김정석",8,9,241,8002,520,4,114117,33416,6362,8,2,2812050363,0.081,383932,873,10304,1,3,3162453194,0.077,407867,543,10930,2,2,791799,963699,1057811,1119763
"성난 변호사","2015-10-08",117,10,"목요일","한국","15세이상관람가","씨제이이앤엠(주)","씨제이이앤엠(주)","범죄","허종호","오상철","이선균","김고은","임원희","장현성",7,8,252,2973,470,3.2,64215,4184,2355,7,3,5263876239,0.143,681070,607,18247,1,2,2671665900,0.122,344475,469,13166,2,2,1025545,1104959,1112256,1112827
"간신","2015-05-21",131,5,"목요일","한국","청소년관람불가","(주)수필름","롯데쇼핑㈜롯데엔터테인먼트","사극","민규동","주지훈","김강우","천호진","임지연","이유영",5,8,577,4570,2003,2.8,107463,4555,2530,7,3,5535306510,0.157,685319,697,19933,1,2,2036738900,0.087,254227,455,10029,2,2,939546,1034633,1092554,1101124
"박물관이 살아있다 : 비밀의 무덤","2015-01-14",98,1,"수요일","미국/캐나다/호주","전체관람가",NA,"이십세기폭스코리아(주)","어드벤처","숀 레비","벤 스틸러","로빈 윌리엄스","댄 스티븐스","오웬 윌슨","벤 킹슬리",6,9,168,3273,270,3.3,67099,3383,1121,8,2,5150674006,0.139,691577,928,17167,1,2,1974090100,0.058,268774,417,7544,2,2,960351,1075595,1100544,1100812
